month,temp,wind,rh,dmc,dc,ffmc
jan,30,1.3,29,72,86,88
feb,31,4.6,66,29,395,90
apr,5,4.9,21,69,224,78
oct,34,9.6,32,46,208,74
nov,7,4.0,95,45,333,77
aug,20,8.9,43,33,375,76
aug,16,8.5,73,58,178,87
jun,28,6.8,68,46,326,88
jan,15,6.2,78,49,184,83
apr,12,5.6,53,67,365,71
jan,9,5.9,29,39,120,83
oct,15,8.8,70,22,336,74
jul,32,7.8,12,51,249,73
dec,22,4.4,81,20,161,90
dec,21,5.4,75,52,290,80
nov,18,6.8,76,50,211,89
feb,8,2.8,88,79,146,74
mar,36,2.5,84,53,231,90
feb,33,5.5,21,79,96,71
nov,22,9.0,18,54,120,82
dec,20,4.6,23,72,145,73
mar,29,1.5,87,20,227,81
nov,11,1.5,41,74,279,80
jan,13,3.3,52,22,364,77
aug,31,2.2,41,30,150,83
sep,18,2.6,63,58,113,86
jun,30,4.7,89,34,317,82
jan,13,8.8,26,73,399,88
mar,13,3.8,36,29,249,72
aug,13,3.5,37,26,92,87
may,26,6.0,80,47,113,85
aug,31,1.5,20,51,398,70
nov,8,1.6,46,64,215,77
jan,6,3.8,78,65,346,78
nov,5,0.9,50,67,152,83
dec,11,8.1,89,27,392,70
may,26,2.4,20,57,215,86
may,16,8.2,79,58,80,80
mar,23,4.0,19,60,163,70
jan,15,2.8,92,30,84,84
mar,16,7.2,35,72,111,70
oct,19,5.7,48,76,154,86
mar,19,8.6,78,47,396,72
may,6,1.3,40,73,220,77
nov,17,6.8,83,36,383,78
feb,30,5.8,95,51,243,77
apr,11,2.5,30,36,259,90
feb,18,4.6,54,21,157,90
apr,12,2.5,70,69,282,81
mar,8,3.5,68,30,173,80
jan,7,9.4,63,68,230,86
nov,18,8.5,40,49,251,70
jun,8,9.7,29,65,86,90
sep,34,2.8,78,48,386,75
mar,22,3.9,47,60,365,79
mar,22,5.6,59,54,363,75
jun,37,2.0,39,36,177,84
oct,12,1.7,33,56,313,70
jun,26,5.4,80,66,303,86
nov,19,5.6,10,54,81,71
dec,9,1.2,82,22,97,72
mar,22,5.9,85,57,248,81
jul,13,4.7,58,79,193,77
jun,11,2.1,26,38,317,76
jul,33,1.5,58,38,235,75
dec,7,3.0,58,68,313,72
apr,25,7.3,40,73,331,87
sep,15,7.6,65,68,174,76
may,33,2.5,24,27,135,78
oct,21,2.7,18,47,106,77
feb,24,5.2,49,26,204,73
mar,35,7.3,35,43,154,81
jul,35,3.7,88,65,168,85
jun,16,6.5,77,54,130,76
nov,21,3.5,61,64,185,70
may,16,8.1,75,29,247,75
sep,10,9.3,30,58,87,81
oct,25,3.6,23,64,254,80
jan,28,8.7,20,63,267,75
feb,29,3.7,90,60,286,87
oct,6,4.1,47,60,158,80
dec,14,4.9,41,79,378,82
aug,36,1.1,45,38,133,86
aug,14,4.4,74,29,372,82
feb,33,7.9,71,22,394,74
may,10,1.9,21,75,319,86
aug,17,8.9,59,28,215,86
may,5,5.6,14,57,273,71
feb,13,2.1,72,33,155,79
oct,20,5.6,69,24,313,83
jun,13,4.7,64,30,277,82
jun,14,8.2,68,38,123,80
jun,29,3.3,34,32,228,78
may,23,8.7,44,22,393,77
nov,21,5.7,91,34,193,75
jan,25,6.8,61,35,120,82
jul,19,7.7,91,34,201,71
feb,19,9.0,21,34,370,74
aug,14,4.2,74,33,295,83
jan,20,8.7,29,26,366,78
jan,9,3.4,57,70,83,80
mar,20,6.2,28,33,125,80
jan,23,6.3,93,68,258,84
aug,20,0.9,61,69,363,76
dec,9,2.0,34,33,143,71
mar,12,1.5,72,36,124,82
apr,8,3.2,21,32,114,84
aug,36,7.2,51,28,130,80
apr,30,4.1,23,22,110,73
feb,19,9.4,86,76,159,83
feb,26,3.1,26,80,252,77
feb,8,7.7,41,26,103,74
dec,19,2.5,46,63,250,83
nov,31,2.3,28,24,289,87
feb,19,7.8,38,45,137,87
feb,36,4.3,19,21,101,79
aug,25,8.1,23,23,244,81
nov,20,5.5,16,39,144,88
dec,11,6.6,35,47,127,74
apr,9,4.2,32,29,207,84
aug,36,9.8,88,35,104,89
aug,31,2.3,67,31,109,80
sep,37,9.7,44,75,360,71
jul,24,7.9,86,26,239,74
jun,15,3.1,62,25,395,84
oct,8,9.3,90,31,198,81
jul,36,9.5,91,70,306,79
may,6,4.1,45,50,240,87
jun,8,7.3,48,43,298,82
nov,24,9.4,89,58,142,74
oct,17,9.6,51,44,226,83
aug,26,5.5,76,42,359,80
jul,28,6.1,54,28,92,84
jan,10,7.1,76,63,114,87
sep,32,6.8,83,28,266,77
aug,33,5.0,61,43,360,70
jul,37,7.9,42,52,109,79
jan,8,1.8,74,23,384,86
jun,16,2.2,76,52,315,80
mar,8,6.6,81,48,89,76
apr,24,7.3,37,45,313,81
jan,5,3.8,68,29,359,87
aug,19,5.6,31,70,268,70
jun,36,5.3,28,58,264,79
mar,36,0.8,60,22,316,86
jan,12,9.0,58,35,291,82
oct,17,3.2,81,40,227,71
jul,31,9.8,76,34,256,73
nov,32,4.3,84,63,219,90
apr,10,3.5,95,35,135,85
dec,35,4.5,52,49,368,77
feb,32,7.8,17,45,356,77
jun,31,2.6,77,65,141,78
oct,13,1.0,78,29,353,72
oct,17,9.4,87,76,317,75
apr,33,4.4,41,24,290,70
jan,28,4.7,76,32,118,84
sep,29,4.7,14,71,100,71
nov,11,6.7,35,37,134,85
may,21,1.6,12,52,274,73
dec,6,9.5,20,38,357,74
mar,25,5.9,57,70,399,84
jun,30,1.4,24,68,216,74
feb,35,9.0,56,24,244,74
apr,18,3.1,47,20,218,72
may,18,6.7,62,65,115,89
apr,28,1.5,17,69,302,79
feb,15,7.9,74,58,118,83
jun,31,3.2,51,62,109,85
dec,8,8.2,27,61,237,84
nov,33,1.2,46,47,346,72
jun,30,7.8,11,54,187,71
apr,9,5.3,29,62,221,88
apr,20,4.9,94,35,315,81
oct,9,1.6,92,51,204,74
oct,17,6.3,37,39,387,85
apr,20,1.0,79,45,124,78
jan,30,3.6,79,68,187,79
dec,21,1.7,51,73,231,72
nov,6,7.5,38,54,344,70
nov,24,4.8,36,48,254,77
jul,27,5.0,55,80,267,87
may,25,8.1,30,77,301,82
may,16,3.1,58,58,224,83
oct,12,1.4,12,37,367,76
jan,32,2.5,86,65,98,81
jan,18,8.6,15,67,357,76
aug,36,6.7,16,32,376,88
aug,16,3.0,73,31,179,71
may,9,4.7,49,21,121,81
aug,24,6.5,68,48,183,78
apr,11,6.6,56,78,139,89
feb,9,3.3,41,59,268,72
aug,36,5.4,68,45,154,81
nov,12,2.2,56,36,130,88
apr,28,1.3,77,30,87,80
jan,6,1.5,44,59,392,78
nov,15,5.7,42,37,142,81
feb,10,5.6,40,55,113,79
nov,28,5.6,58,45,396,80
nov,25,4.2,60,48,304,72
oct,26,10.0,38,75,221,74
dec,20,7.8,30,44,372,87
mar,28,5.2,68,80,81,88
mar,22,7.6,36,78,352,71
apr,29,9.9,16,73,99,82
may,35,7.2,15,52,324,79
jan,35,3.0,72,78,220,76
aug,14,4.6,19,40,104,84
mar,12,2.8,31,34,343,78
sep,29,6.6,29,26,98,81
sep,31,5.9,83,29,389,88
jan,6,6.1,76,36,233,74
nov,37,2.8,73,57,107,79
may,30,3.6,94,34,272,87
apr,19,3.7,11,55,193,90
sep,8,8.1,92,29,367,79
jun,31,9.6,81,64,360,78
dec,32,7.6,48,44,148,75
nov,11,5.0,37,79,264,70
jun,34,3.1,78,49,105,77
dec,24,1.8,69,32,372,87
jul,15,3.2,44,73,240,77
jun,25,5.2,72,49,265,70
sep,10,4.6,75,33,253,85
apr,9,5.9,13,65,88,84
nov,29,6.8,79,33,398,84
nov,11,8.3,74,80,344,76
jan,36,8.8,31,52,138,84
jan,13,4.3,31,21,94,88
jun,10,6.0,33,65,125,75
may,22,9.5,33,61,269,79
jul,34,4.6,24,57,359,70
apr,36,9.6,13,60,377,79
jan,11,2.8,51,37,95,75
dec,29,0.9,64,71,164,84
oct,16,4.4,76,22,154,79
oct,23,6.2,31,48,271,85
jun,8,2.7,78,72,367,74
jul,36,4.5,10,67,238,73
sep,25,5.7,16,53,158,70
feb,26,5.3,29,80,252,80
feb,25,9.0,49,24,231,87
sep,35,5.2,27,70,366,84
feb,16,9.4,36,46,223,74
jan,11,4.7,26,21,172,73
may,23,6.8,95,54,203,85
jul,18,8.8,68,70,187,75
aug,13,7.6,81,44,390,90
mar,37,1.7,20,80,126,73
jun,6,8.4,33,33,389,75
feb,34,6.6,27,35,153,86
jul,31,6.1,66,42,215,87
mar,17,4.9,46,38,227,80
jan,7,1.8,61,32,88,87
may,29,8.8,73,20,211,71
sep,31,5.9,19,38,345,82
mar,7,3.8,94,42,133,78
may,32,3.5,12,78,169,81
may,9,1.1,86,50,162,79
jul,9,7.1,70,74,189,86
jul,36,5.7,70,52,351,87
sep,28,5.7,19,38,359,89
aug,21,3.4,12,67,136,77
feb,26,5.1,64,30,180,87
apr,15,3.1,65,58,143,87
sep,17,5.2,35,57,204,75
jun,20,9.1,23,24,341,88
jun,23,6.5,51,24,288,78
mar,18,2.9,88,48,261,81
sep,37,2.5,87,64,266,73
dec,33,6.1,57,27,132,76
jan,23,9.8,20,67,388,73
nov,22,4.3,69,29,244,71
aug,9,2.1,71,67,271,80
jul,10,6.1,51,64,331,72
may,20,7.4,61,53,98,82
feb,12,1.4,43,45,195,77
apr,8,7.7,68,59,281,71
dec,36,1.6,26,60,153,76
oct,30,2.8,56,63,356,79
jan,28,8.1,67,46,190,88
mar,24,5.9,85,70,203,70
dec,12,2.5,28,31,276,73
apr,24,8.4,67,33,89,78
oct,10,5.3,18,20,399,74
aug,28,4.4,95,35,294,72
jan,13,4.5,12,71,277,90
jan,35,4.5,59,38,320,81
apr,18,4.4,71,55,183,75
may,14,1.8,90,59,143,76
sep,33,6.1,50,75,212,87
jan,19,5.2,36,36,289,85
jun,17,6.1,41,69,366,76
feb,12,4.2,87,21,119,79
jun,11,4.9,25,42,377,82
nov,30,7.6,24,37,137,73
may,5,5.4,34,48,141,84
apr,6,7.5,54,32,187,90
jun,37,4.1,51,25,395,70
mar,17,9.5,62,72,213,86
mar,28,1.4,46,75,352,78
nov,9,6.0,48,69,149,76
feb,32,6.9,15,41,88,78
jun,18,1.4,13,30,387,89
jul,6,6.7,12,37,362,87
apr,9,1.8,95,39,357,70
jun,8,1.3,91,52,128,75
nov,36,4.6,67,59,84,72
oct,36,6.1,83,73,207,72
may,30,7.2,54,77,213,77
nov,25,8.9,22,41,232,88
dec,19,6.7,31,60,386,73
nov,31,3.2,42,42,186,76
dec,22,7.0,93,36,297,83
dec,16,8.4,63,22,143,87
feb,16,1.2,45,43,295,81
jan,34,1.8,95,44,176,80
sep,32,9.4,38,57,145,79
mar,31,2.6,13,35,300,81
oct,19,1.3,47,65,247,81
jan,22,0.9,59,75,319,73
may,22,7.6,62,45,256,79
nov,22,4.9,46,54,234,75
jan,8,5.8,30,54,128,79
feb,6,9.5,13,23,340,70
may,31,9.3,86,33,215,84
aug,35,2.6,40,66,381,75
feb,21,7.4,12,32,204,77
feb,12,6.4,15,61,393,87
feb,7,4.6,36,45,83,84
jun,8,4.1,25,68,386,72
feb,23,2.2,30,80,194,72
nov,12,5.3,74,59,250,84
mar,9,7.1,43,54,122,86
apr,34,2.8,40,80,220,81
jan,22,2.6,16,67,321,78
aug,33,4.5,83,80,97,85
jun,20,1.4,50,20,323,83
may,21,3.7,12,27,155,82
nov,15,6.5,10,71,87,76
jun,7,9.9,66,47,372,75
nov,33,3.5,90,22,272,89
jul,18,3.8,61,30,234,74
nov,16,2.9,56,43,346,83
sep,5,3.3,80,55,370,71
aug,17,1.5,50,64,339,80
jul,32,9.6,48,56,375,82
sep,31,3.7,67,51,380,72
aug,24,3.4,76,24,289,90
mar,11,2.8,82,27,221,82
nov,6,4.4,83,42,150,76
aug,19,8.2,78,52,218,72
apr,33,8.7,92,27,380,71
jun,37,2.5,28,61,134,70
feb,25,1.5,65,26,191,74
jan,8,1.6,68,36,397,77
sep,29,5.6,33,77,283,83
feb,26,3.7,72,69,256,72
jun,32,6.8,65,72,319,86
nov,6,7.4,54,61,278,71
dec,29,3.5,64,65,157,74
jan,37,3.6,20,46,237,71
mar,11,3.1,22,56,338,89
jul,12,3.5,39,22,378,74
sep,29,3.6,79,37,361,85
mar,17,4.5,35,40,240,87
oct,11,2.4,69,55,103,84
nov,12,2.8,66,70,293,84
jun,12,5.4,67,38,91,83
aug,13,3.8,80,53,264,85
jun,37,8.4,82,74,137,78
jan,35,2.6,64,51,198,80
sep,8,4.9,59,34,319,85
nov,16,5.8,55,50,169,72
may,26,4.0,15,36,247,79
mar,8,2.1,79,48,336,70
dec,36,3.1,75,25,236,86
oct,31,4.5,65,67,365,84
feb,34,1.1,18,36,299,72
jan,9,8.3,35,48,251,80
feb,26,1.3,70,48,280,72
jul,27,7.4,91,72,213,80
may,30,5.2,40,74,213,86
dec,11,7.5,80,28,88,72
jun,17,5.1,22,34,247,77
feb,36,0.9,14,74,305,78
jun,5,3.1,35,42,169,73
may,8,6.5,70,74,297,87
dec,33,8.9,11,73,208,76
oct,8,1.4,20,61,113,72
may,25,7.1,70,22,144,85
nov,19,3.1,89,46,252,87
jul,31,9.9,82,23,226,70
mar,34,2.3,55,70,88,79
nov,10,3.9,71,40,88,81
feb,16,1.3,76,60,298,73
feb,20,7.4,63,51,196,82
may,12,7.1,89,61,297,76
apr,8,4.7,41,46,362,90
jul,22,8.9,62,73,271,80
dec,5,7.2,48,57,292,77
dec,23,1.6,78,70,333,78
jun,33,6.8,64,31,141,75
may,17,8.1,48,48,96,74
mar,8,1.1,34,58,110,86
aug,31,8.0,58,28,152,83
feb,12,4.7,26,25,280,73
may,14,4.1,15,26,167,82
apr,13,9.6,64,71,231,80
dec,30,6.9,46,73,108,77
dec,18,9.1,12,23,271,73
nov,37,1.4,82,64,318,84
oct,6,4.7,80,26,264,82
feb,20,2.9,74,28,243,79
nov,12,4.8,66,27,311,71
jul,37,4.5,40,22,196,72
sep,13,7.6,14,26,129,74
dec,15,3.7,61,33,358,70
feb,28,1.6,48,27,229,78
feb,14,1.5,23,70,121,77
sep,19,2.3,20,36,233,85
sep,27,6.5,71,63,81,86
jan,15,6.1,90,32,250,82
jul,8,8.6,48,31,282,78
nov,16,5.0,10,77,257,79
jul,8,9.4,57,38,299,75
aug,32,3.3,71,35,114,77
sep,22,5.0,84,38,213,71
jul,34,8.6,82,55,201,83
feb,30,7.2,79,62,210,85
jan,14,1.2,34,80,300,75
jan,21,0.9,36,31,178,87
apr,33,9.7,15,64,253,76
dec,13,8.6,56,31,130,78
sep,34,1.5,41,44,137,77
dec,15,4.0,16,74,212,84
may,11,2.3,68,65,315,71
sep,26,4.0,12,33,276,77
nov,27,8.5,44,44,293,86
jul,31,8.8,92,72,85,86
apr,26,4.9,58,49,190,77
jun,12,9.3,32,25,140,85
jan,20,4.6,62,49,310,86
dec,20,3.1,22,34,357,73
sep,36,3.4,55,52,135,88
oct,7,7.4,36,51,173,70
jan,11,5.9,64,50,236,74
feb,6,3.4,68,52,116,86
dec,18,5.6,88,77,276,88
sep,32,4.0,26,61,386,74
mar,34,6.5,73,40,96,88
mar,37,5.6,49,80,130,82
jul,13,8.7,30,76,143,86
may,35,9.4,76,20,110,80
feb,14,6.6,15,55,152,80
dec,35,1.6,33,35,202,78
may,34,1.3,44,78,121,76
feb,7,6.0,43,80,271,87
may,29,2.3,84,78,154,75
jul,18,7.8,57,50,168,80
jul,20,2.3,51,37,158,90
aug,36,8.2,69,29,180,88
mar,32,7.0,92,47,319,78
aug,18,5.2,20,60,269,87
aug,17,1.5,21,33,162,79
mar,22,0.9,13,80,399,78
sep,9,4.5,72,25,229,72
jun,19,8.3,46,45,288,78
oct,30,7.4,14,67,320,78
jul,17,4.1,12,51,390,76
mar,29,1.9,29,47,343,79
jul,16,4.1,62,24,131,85
feb,13,2.9,59,39,100,74
nov,19,5.0,36,25,380,76
jul,36,6.8,94,28,157,86
jan,15,6.6,35,43,368,78
mar,15,8.6,25,29,297,76
dec,30,9.9,52,30,339,75
nov,13,4.0,93,47,185,78
jan,31,6.7,33,49,120,70
mar,33,1.9,62,71,321,83
jul,7,1.0,94,21,363,87
may,20,2.2,29,60,212,88
feb,27,5.0,41,52,133,85
may,36,7.4,65,56,159,72
jan,26,5.6,18,71,278,76
oct,34,4.6,10,79,379,70
mar,11,2.1,41,46,327,77
may,22,9.6,62,69,172,75
jan,22,3.0,48,70,117,88
aug,23,4.1,13,64,102,82
oct,6,5.5,28,78,396,85
feb,22,8.6,15,63,209,71
dec,35,2.8,69,29,256,77
sep,25,5.0,66,37,156,77
nov,23,3.2,45,67,161,73
nov,12,1.9,65,48,221,81
jun,13,6.4,91,80,365,76
dec,17,9.9,35,80,365,80
jan,7,2.7,33,23,162,76
may,28,8.0,85,40,167,81
jul,31,7.4,35,72,329,78
nov,19,9.0,92,25,342,71
apr,32,1.9,20,69,322,80
nov,32,3.9,42,53,194,89
jan,29,2.4,58,33,399,74
sep,30,8.5,71,70,236,81
jan,33,6.5,77,73,174,78
feb,35,8.4,14,66,119,83
feb,26,1.3,49,23,240,77
apr,31,7.3,95,31,139,81
jul,22,5.0,84,77,185,79
nov,6,1.5,76,33,386,83
oct,16,3.7,18,78,267,70
feb,33,1.1,63,77,218,78
oct,8,0.8,26,47,203,89
sep,20,6.0,11,37,378,90
sep,27,2.5,91,60,113,73
oct,17,1.8,12,57,381,86
nov,16,5.6,25,56,98,85
sep,27,5.3,87,54,106,78
oct,33,8.2,54,69,296,71
sep,25,3.4,44,63,94,87
apr,23,4.5,14,60,358,83
nov,29,4.0,88,37,350,88
mar,30,2.7,37,50,374,81
jul,18,8.3,66,49,245,70
apr,37,8.0,71,36,264,85
jul,30,1.6,43,36,344,84
sep,14,5.5,32,73,212,85
may,5,3.2,64,41,93,79
feb,20,7.9,29,60,118,79
oct,17,2.6,27,65,383,72
jun,28,9.1,10,38,182,88
dec,36,2.8,10,50,342,77
sep,35,4.2,55,20,379,87
may,7,4.1,48,34,282,77
may,26,4.6,64,47,217,88
apr,15,3.8,90,40,137,72
sep,8,10.0,78,30,180,73
oct,8,2.7,48,52,181,84
jun,10,2.7,32,33,247,89
nov,28,2.6,37,42,181,70
dec,30,6.7,11,52,109,81
jun,35,4.8,57,79,396,87
apr,36,6.1,82,66,348,74
jul,10,3.3,41,30,333,72
may,7,4.5,55,22,260,88
may,6,1.5,88,63,177,79
nov,9,8.7,28,80,116,83
jun,24,7.7,67,57,115,90
aug,35,1.5,64,32,378,89
may,16,3.2,89,39,319,74
oct,32,3.1,26,30,332,80
mar,6,6.1,93,25,308,78
jan,33,1.1,79,74,113,70
oct,11,4.7,79,57,181,74
apr,10,2.6,93,61,344,75
may,14,3.7,65,25,255,83
mar,25,8.4,36,27,262,75
feb,24,7.4,87,34,213,87
nov,18,5.4,89,59,356,83
feb,13,9.9,55,52,284,89
aug,7,9.0,31,66,394,86
may,17,9.9,67,42,176,82
dec,17,1.4,66,55,108,80
oct,28,0.9,65,40,135,85
oct,10,2.7,57,32,97,77
aug,28,7.7,49,42,240,77
jun,29,4.8,58,73,270,76
jan,32,3.3,40,80,97,74
oct,31,1.5,34,53,244,81
apr,25,9.9,21,55,262,73
aug,25,2.4,21,50,115,86
nov,14,4.3,27,72,176,81
jul,36,7.3,36,63,393,83
may,31,8.5,72,74,280,88
may,33,5.3,19,40,112,77
may,5,9.4,11,37,129,76
dec,16,9.2,48,38,208,83
mar,14,8.6,51,37,328,83
aug,30,5.1,15,47,357,82
may,34,4.5,87,59,269,83
dec,32,1.4,82,38,162,72
mar,32,0.8,21,30,359,88
nov,7,0.8,32,59,293,88
jan,30,6.3,78,20,293,81
mar,20,5.5,56,67,96,74
jan,29,3.6,40,42,280,75
sep,30,0.9,50,69,196,70
sep,10,6.2,72,65,260,80
aug,17,2.8,82,46,394,72
jan,37,10.0,69,58,253,70
dec,8,1.7,32,50,197,80
apr,8,1.2,78,64,177,81
jul,26,6.5,81,55,291,72
aug,30,9.7,94,70,230,86
aug,11,3.2,38,68,230,81
jul,11,8.9,53,69,189,83
jul,20,2.9,43,73,188,81
feb,16,3.1,10,39,265,82
mar,11,2.1,27,22,271,75
oct,9,5.2,70,41,162,81
jul,33,5.1,26,69,301,82
aug,24,8.9,79,44,350,84
nov,17,8.8,75,49,239,77
jan,23,9.9,90,52,369,73
may,23,7.8,13,56,97,89
jul,33,8.3,74,44,293,74
jun,11,3.7,48,36,340,82
jul,36,7.7,14,47,341,84
apr,20,4.2,92,70,265,76
may,8,4.0,29,25,400,80
jul,12,5.8,57,72,198,72
oct,26,2.3,44,50,215,87
sep,11,1.4,44,45,282,84
nov,20,8.2,43,59,391,83
sep,25,3.9,93,51,393,89
jul,15,0.8,59,73,279,84
mar,18,1.3,12,48,259,72
dec,12,2.1,77,74,234,82
apr,25,7.4,59,47,202,84
dec,28,1.1,29,70,196,79
jul,34,4.7,39,46,273,84
nov,17,5.4,45,63,397,88
jul,8,6.1,86,35,131,71
jan,24,8.1,84,35,375,73
jul,7,8.9,31,52,184,73
apr,20,7.5,20,71,147,86
may,22,7.9,78,75,263,89
may,11,7.6,19,58,197,87
jul,32,9.4,23,57,159,87
oct,11,4.3,23,57,211,72
dec,24,1.3,41,30,113,84
dec,13,9.3,32,25,370,78
may,9,6.0,39,59,318,85
jul,29,8.5,95,44,379,80
feb,26,8.7,14,68,151,75
mar,14,4.8,61,80,192,84
jul,12,4.7,43,67,308,81
dec,25,3.3,67,54,365,75
apr,12,8.3,16,27,183,71
aug,32,7.1,72,26,184,76
jan,11,9.3,36,61,140,89
aug,35,1.4,74,24,293,88
jan,25,7.3,69,65,209,77
mar,29,6.8,10,58,241,90
jun,23,2.0,20,78,170,71
may,31,1.9,45,30,345,74
dec,17,3.2,28,22,143,87
aug,15,4.7,92,34,125,82
sep,13,5.2,95,41,375,73
jul,16,1.7,67,35,86,87
jul,7,9.4,50,68,187,79
aug,9,7.9,68,40,399,70
may,9,7.9,87,24,395,75
nov,5,10.0,29,69,203,73
aug,24,7.7,19,30,203,80
apr,6,5.4,63,78,198,88
mar,21,1.1,28,40,110,87
jul,17,5.4,18,36,177,71
may,26,7.0,83,49,285,85
jun,6,1.0,30,29,95,87
may,13,8.4,54,48,84,79
mar,23,0.9,89,35,186,76
jul,11,7.5,17,37,237,82
feb,10,7.4,84,59,356,90
oct,33,3.3,66,69,155,89
jun,29,6.7,40,40,121,82
jan,22,4.8,84,70,176,84
oct,23,3.6,84,75,107,82
jan,5,2.7,19,41,153,79
sep,29,8.9,70,74,242,74
aug,37,7.3,88,51,360,76
mar,14,4.2,87,21,345,78
feb,6,7.8,81,23,389,90
jun,36,2.3,83,20,371,81
apr,37,5.6,18,54,112,83
nov,24,7.4,80,28,196,77
mar,19,8.7,83,49,391,88
feb,22,7.7,76,44,107,90
mar,23,9.3,22,50,244,85
jul,11,4.1,24,22,295,75
jun,33,4.9,48,59,284,74
apr,10,2.9,44,53,163,87
jun,29,9.2,24,24,100,80
dec,21,1.5,61,31,192,71
may,31,5.5,48,69,295,70
jul,11,10.0,45,79,258,73
feb,32,6.7,76,26,116,79
may,16,7.0,92,46,316,80
apr,18,2.5,85,29,213,75
aug,32,9.0,61,29,221,85
sep,33,3.0,57,68,281,86
aug,21,4.6,28,24,369,71
dec,35,5.7,35,42,166,84
jan,12,9.4,83,35,379,90
jun,36,4.5,20,54,86,75
dec,30,7.7,15,63,157,78
feb,10,0.8,29,42,397,83
jul,18,3.1,25,63,80,72
feb,20,4.7,43,24,320,72
oct,32,7.2,72,60,179,83
jan,36,7.2,43,73,302,89
jan,29,9.1,54,43,313,90
apr,12,4.3,55,78,236,70
jul,31,9.2,63,59,348,80
oct,5,2.4,74,20,178,81
aug,26,4.4,87,54,388,76
aug,35,1.1,69,70,367,88
jul,12,1.0,28,42,232,80
aug,34,7.7,50,33,169,84
aug,12,10.0,67,36,127,88
mar,8,5.2,31,69,140,87
dec,23,3.9,39,74,197,70
apr,19,9.7,35,52,294,89
may,25,8.5,14,24,211,83
oct,5,1.8,28,36,242,70
may,37,9.3,21,70,240,81
jun,16,1.2,59,28,380,75
aug,33,5.3,53,63,189,79
aug,26,4.9,84,26,310,74
jun,31,2.9,77,54,284,78
sep,16,1.0,62,55,259,74
dec,11,4.6,63,35,156,73
jan,18,1.7,47,28,128,78
feb,33,6.6,39,43,369,71
oct,25,9.0,21,68,351,85
apr,33,5.8,61,67,355,81
nov,32,4.9,43,53,259,86
jul,10,10.0,55,25,97,85
may,33,5.6,89,26,162,71
feb,10,7.9,80,66,388,77
jun,24,4.1,45,76,144,77
aug,26,6.6,63,76,352,70
sep,34,9.8,65,72,231,72
feb,10,1.0,44,44,242,84
sep,6,1.2,77,69,149,76
sep,16,8.7,33,61,116,89
feb,8,7.7,19,50,293,71
oct,16,5.1,93,53,376,87
feb,6,8.7,25,71,81,78
apr,36,2.9,93,71,292,78
jun,7,1.3,28,27,136,87
jan,24,5.2,39,27,252,70
oct,10,2.9,34,70,250,89
dec,24,6.3,31,53,342,88
feb,7,4.2,63,53,81,82
may,14,7.3,44,32,263,73
mar,36,6.5,86,75,308,76
oct,23,4.1,76,47,149,84
sep,36,8.0,40,60,197,75
apr,9,10.0,37,35,87,81
may,34,1.1,46,39,238,90
jun,8,6.5,90,26,255,72
mar,15,6.4,37,62,321,70
sep,19,6.5,18,54,183,90
jun,11,8.3,41,58,326,70
feb,23,4.2,27,30,241,80
may,14,1.7,46,71,363,75
jun,6,1.0,41,62,286,71
mar,23,4.6,64,36,314,71
feb,23,2.9,39,52,110,88
feb,10,1.7,95,20,166,77
jun,37,4.7,22,76,214,70
mar,5,6.2,80,55,314,86
apr,29,7.3,70,69,365,74
oct,11,5.8,44,24,99,77
jul,34,10.0,46,52,220,71
jan,12,8.4,88,46,278,89
sep,5,4.2,49,20,163,74
jan,6,3.3,56,67,260,76
jul,27,2.8,31,45,133,80
jul,34,9.3,82,72,349,82
jan,32,6.4,50,50,288,88
jun,28,7.3,50,74,378,77
mar,20,8.2,93,73,140,70
jun,33,9.7,27,78,181,70
nov,9,4.6,57,62,151,89
feb,36,8.8,27,26,81,79
jul,15,4.9,68,29,205,71
aug,16,2.6,93,78,151,88
aug,21,5.4,69,30,320,72
aug,24,2.4,13,79,142,71
mar,9,3.6,72,55,160,74
apr,7,4.9,70,21,154,85
may,29,9.9,24,25,397,87
jul,35,6.0,21,75,343,84
jan,20,6.5,49,68,309,72
sep,34,3.4,95,59,353,88
aug,10,5.3,29,36,390,77
apr,8,7.9,36,68,337,90
sep,29,4.2,21,56,207,89
dec,28,3.6,76,62,177,81
sep,25,3.7,36,64,279,84
jun,14,5.3,24,51,263,77
mar,16,5.7,44,32,267,70
mar,16,1.3,10,39,98,78
may,16,6.3,87,38,132,71
jul,24,8.6,92,32,128,75
apr,9,3.0,62,26,396,87
oct,14,9.4,38,36,212,75
may,17,4.1,28,32,177,82
sep,24,9.4,43,26,162,80
jun,19,3.7,48,61,261,84
feb,35,8.7,79,73,210,74
mar,19,9.3,82,66,367,86
dec,33,8.1,35,21,376,86
jul,17,9.7,63,52,185,86
may,14,3.0,25,51,178,73
feb,22,8.0,78,70,306,86
jun,13,2.4,92,27,197,87
jan,36,6.9,48,62,147,78
oct,31,7.3,71,72,363,81
nov,25,9.0,36,78,181,71
nov,8,4.6,36,53,147,79
oct,37,7.6,82,29,245,87
oct,27,9.6,45,60,212,90
sep,31,5.4,89,51,261,73
dec,22,4.8,36,50,146,86
jan,23,2.1,76,27,312,70
jun,35,6.2,91,44,154,78
jul,15,4.5,60,50,337,88
dec,24,3.0,14,46,388,76
dec,30,8.4,69,65,313,90
